,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
650,"[-100.57395     101.83965      11.323312     13.8978405     9.014913
   13.192298     -2.698784      2.7983308    -5.711821      3.7087848
   -8.189489      0.41143915   -7.546417     -0.8198871    -7.1862497
   -3.5812387    -9.2754        1.5463154    -6.1653147    -2.0184338 ]","[0.22433586 0.33095896 0.46169847 0.3221831  0.34415627 0.27823332
 0.44563398 0.30961567 0.25641733 0.39119548 0.25499997 0.2834456 ]","[22.50605617 16.87390463 21.03257691 21.11256593 23.16784164 23.54731031
 48.81044675]","[[-477.2716 -477.2716 -477.2716 ... -477.2716 -477.2716 -477.2716]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.7981228  0.9289938  0.8541921  ... 0.8513769  0.89243406 0.9216595 ]
 [0.7660838  0.9706015  1.         ... 1.         0.94564253 0.8151031 ]
 [0.77476954 0.90855116 0.9297446  ... 0.9357262  1.         1.        ]
 ...
 [0.4375035  0.41346666 0.34314188 ... 0.3416994  0.3512269  0.37287474]
 [0.47283947 0.4503976  0.43994102 ... 0.43981004 0.4195774  0.50880593]
 [0.59922373 0.6501785  0.6530126  ... 0.65024894 0.6662575  0.7045296 ]]","[[15.85928961 25.02075909 24.60676257 ... 28.03817804 18.84961755
  13.90207447]
 [ 7.4624451  12.94693488  6.48380955 ... 14.47997769  9.10102732
   7.27753143]
 [10.67829595 16.54532846 13.55119258 ... 16.21789823 14.79085536
  14.53670852]
 ...
 [14.54964796 11.95362587 13.01355066 ... 15.0191986  16.2077
  11.25884622]
 [13.74436786 15.71029741 14.77500656 ... 14.47344926 13.64315116
  12.60621874]
 [16.94791286 20.77856032 33.3441741  ... 33.42039297 21.38771882
  17.25114311]]",99.38401442307692,0
651,"[-81.97752    121.58447    -10.662643    27.261366     0.8221836
   7.9318295   -8.925166     2.0618422  -13.136845    -4.300801
  -3.6200142   -0.5049381   -4.0592012   -5.926096    -3.0779998
  -0.25250143  -6.7301626    1.4599394   -8.193479    -4.3847737 ]","[0.5216265  0.30716816 0.3703989  0.22895525 0.3352787  0.44664133
 0.2589819  0.26077804 0.22006261 0.46011508 0.2800482  0.23929976]","[24.2242645  17.4893369  22.44028352 22.1628417  23.99425634 26.70337762
 49.44723755]","[[-5.2743573e+02 -5.2743573e+02 -5.2743573e+02 ... -5.2265375e+02
  -5.2538025e+02 -5.2743573e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.6612711e+00
   2.8724566e+00  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.3620725e+00
   2.7709365e+00  0.0000000e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.6452343e+00
  -1.9123262e-01  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3049514e+00
  -1.2208892e-01  0.0000000e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.7566400e-01
  -2.6593477e-02  0.0000000e+00]]","[[0.7342212  0.9251042  0.8794468  ... 1.         1.         1.        ]
 [0.697565   0.9004316  1.         ... 0.33890727 0.43467236 0.7487157 ]
 [0.7247057  0.85457194 0.88230586 ... 0.10718308 0.15657169 0.42372674]
 ...
 [0.38335085 0.36900952 0.34402403 ... 0.46481386 0.5096075  0.70194626]
 [0.44366562 0.45400295 0.4782183  ... 0.17880173 0.23318617 0.5032338 ]
 [0.60944945 0.6832858  0.69449604 ... 0.40065643 0.44932202 0.76136494]]","[[15.85928961 25.02011272 27.54972855 ... 21.26585249 18.4150948
  10.7144729 ]
 [ 7.4624451  13.08561006 12.95696569 ... 22.50755552 22.29983231
  15.70167796]
 [10.6782955  16.38535285 15.85876973 ... 14.72885279  9.79532539
  11.72714771]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.89670216 11.76769153
  12.6876308 ]
 [13.74436734 15.6826351  14.813587   ... 13.39528432 13.2424695
  12.66430346]
 [16.94791286 20.77833792 38.24738171 ... 37.82951746 20.7889016
  16.55191762]]",143.5546875,0
652,"[-130.7517     116.934616   -14.314554    13.953927     5.022947
    2.4400136   -5.1543293    6.097241    -5.5229526    1.023736
   -3.6695538   -1.3648504   -2.4847605   -1.3091699   -2.512555
    1.4780192   -5.904315    -1.671852    -2.1280463   -2.0660481]","[0.31618813 0.30561757 0.41220713 0.3169793  0.40041536 0.26784304
 0.33510575 0.41162482 0.27012235 0.3126454  0.29999256 0.5077197 ]","[22.50263543 17.00911918 19.92356214 19.84882674 23.89656182 28.25506245
 47.17567818]","[[-503.66068 -503.66068 -503.66068 ... -503.66068 -503.66068 -503.66068]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.8529164  ... 0.8528399  0.8940241  0.92109543]
 [0.76231664 0.96695346 1.         ... 1.         0.9458432  0.8153415 ]
 [0.7713856  0.9054934  0.93358517 ... 0.9337053  1.         1.        ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.34164903 0.35163093 0.37310556]
 [0.47122255 0.45011774 0.44141367 ... 0.4413629  0.42146975 0.51022494]
 [0.59855324 0.6509295  0.65203273 ... 0.6521633  0.6689707  0.7067142 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.0381666  18.84961522
  13.90207447]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47995686  9.10102393
   7.27753173]
 [10.6782955  16.38535285 15.85876973 ... 16.21791171 14.79085994
  14.53672471]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.0192056  16.20770702
  11.25883704]
 [13.74436734 15.6826351  14.813587   ... 14.47344583 13.64314852
  12.60622072]
 [16.94791286 20.77833792 37.66154152 ... 37.66145488 21.38772042
  17.25115135]]",117.45383522727273,0
653,"[-2.7582535e+01  6.7392052e+01 -9.8142366e+00  1.7362322e+01
  4.5416573e-01  5.5142136e+00  3.9831548e+00  2.6511528e+00
 -9.0654987e-01  5.0367136e+00 -5.3072052e+00  4.0218263e+00
 -2.0322847e+00 -5.5252917e-02 -7.2958809e-01  3.6664860e+00
 -2.0851448e+00  8.2747710e-01 -3.2463951e+00  2.7508230e+00]","[0.4170401  0.46701574 0.3755772  0.42241573 0.34576276 0.3799898
 0.5388352  0.3900493  0.44368812 0.37280208 0.42870829 0.5264915 ]","[22.22880546 14.29396086 17.13035709 17.36180198 17.72139806 19.60867598
 46.29521419]","[[-491.53647 -491.53647 -491.53647 ... -491.53647 -491.53647 -491.53647]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8040605  0.9294195  0.8484545  ... 0.9101537  0.9048972  0.8652749 ]
 [0.7736919  0.9778938  1.         ... 0.9161551  1.         1.        ]
 [0.7816468  0.9146777  0.9397056  ... 0.9923642  0.9283617  0.99545956]
 ...
 [0.44239497 0.4181088  0.34216398 ... 0.3795421  0.42059812 0.4759776 ]
 [0.4759914  0.45090362 0.43680567 ... 0.45658514 0.45843968 0.6038861 ]
 [0.6006898  0.64868206 0.6462816  ... 0.72101223 0.67844313 0.71894866]]","[[15.85928961 25.02011272 27.54972855 ... 28.47156954 24.19355909
  18.42641454]
 [ 7.4624451  13.08561006 12.95696569 ...  6.8925989   9.13216986
   4.95792003]
 [10.6782955  16.38535285 15.85876973 ... 13.0554076  12.12204435
  12.7816485 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968511 11.17118855
  14.57982767]
 [13.74436734 15.6826351  14.813587   ... 11.95542147 14.44754924
  15.07045517]
 [16.94791286 20.77833792 35.39550601 ... 34.99879805 22.47948865
  17.40304603]]",129.19921875,0
654,"[-32.62041    68.30512    -9.587801   20.308441    4.8299794  14.937373
   5.6679416   9.697278    0.7512075  10.901045    1.0659236   4.3849106
   0.9299817   4.9022055  -2.1732588   1.2100899  -1.658056    3.2195497
  -4.04724     2.7538304]","[0.5373768  0.3894375  0.39301318 0.3678194  0.5234778  0.38703847
 0.36215842 0.46917439 0.42356598 0.46898645 0.39734715 0.49455112]","[19.20454128 14.76055525 18.83901575 20.02589773 21.45135299 21.76366993
 48.26646187]","[[-477.49768 -477.49768 -477.49768 ... -477.49768 -477.49768 -477.49768]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79512775 0.928736   0.8529164  ... 0.9076522  0.9131992  0.8681582 ]
 [0.76231664 0.96695346 1.         ... 0.91440934 1.         1.        ]
 [0.7713856  0.9054934  0.93358517 ... 0.98856306 0.92752576 0.98748434]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.37670115 0.4169442  0.47300252]
 [0.47122255 0.45011774 0.44141367 ... 0.46000284 0.4628121  0.60596967]
 [0.59855324 0.6509295  0.65203273 ... 0.7275347  0.68667406 0.71822894]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157552 24.19356083
  18.42640982]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260594  9.13215016
   4.95792269]
 [10.6782955  16.38535285 15.85876973 ... 13.05541211 12.1220527
  12.78165109]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968865 11.17118949
  14.57983459]
 [13.74436734 15.6826351  14.813587   ... 11.9554225  14.4475509
  15.07047527]
 [16.94791286 20.77833792 36.19877243 ... 35.80206415 22.47948579
  17.40304026]]",117.45383522727273,0
655,"[-155.55261     98.14588     -7.635728    16.297373     3.2979631
    3.3784842    3.263553    -1.0631841   -2.4338698    1.5565706
   -2.574386     1.2005154   -3.618397     4.3055854   -3.739534
    1.3684514   -3.5112276    0.7928044   -3.7009926   -2.339771 ]","[0.4443537  0.3700307  0.39953002 0.43722534 0.49909782 0.42419875
 0.3429887  0.33719397 0.39452615 0.46318844 0.40435573 0.44734013]","[19.73414676 15.70329682 18.45656858 18.80313751 20.47487261 24.0865115
 46.76880612]","[[-479.82965 -479.82965 -479.82965 ... -479.82965 -479.82965 -479.82965]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.79212284 0.92762256 0.8518851  ... 0.8542775  0.89561963 0.9205751 ]
 [0.75858325 0.9627007  1.         ... 1.         0.9461217  0.8157186 ]
 [0.76805073 0.90284455 0.9402616  ... 0.9316982  1.         1.        ]
 ...
 [0.43260518 0.40877277 0.3409666  ... 0.34161177 0.3520638  0.3733875 ]
 [0.46958816 0.45055708 0.45317346 ... 0.44292384 0.42341602 0.51169854]
 [0.5979317  0.65107423 0.65626115 ... 0.654072   0.6717072  0.70898384]]","[[15.85928961 25.31211108 28.69613505 ... 28.03815504 18.84961823
  13.90207577]
 [ 7.4624451  11.86780774 12.48666203 ... 14.4799889   9.10102343
   7.27753369]
 [10.67829595 16.21252903 21.35209038 ... 16.21791913 14.7908503
  14.53674921]
 ...
 [14.54964796 12.04984076 13.15234993 ... 15.0192192  16.20770855
  11.25886051]
 [13.74436734 15.01372223 14.35108429 ... 14.47345155 13.64315282
  12.60622256]
 [16.94791286 20.78125126 36.32526586 ... 36.32933391 21.38772289
  17.25114074]]",151.99908088235293,0
656,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708 -1131.3708]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]]","[[0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]]","[[0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]]",117.45383522727273,0
657,"[-183.79349     98.14694     -3.7739358    9.120407   -10.054939
   -5.315348   -21.371647    -8.230034   -23.1697      -6.96051
   -9.827845    -8.167864   -13.479874    -7.4540024   -7.1771207
   -3.1803558  -12.8661785   -2.3530345    1.269303    -2.2092054]","[0.3347282  0.28625512 0.23385082 0.35849118 0.24413483 0.32559267
 0.1683939  0.27075386 0.306552   0.18741028 0.28950214 0.21869773]","[25.89927783 19.14139527 23.88721769 25.66773506 30.54391639 29.14272544
 48.91744443]","[[-516.84076 -516.84076 -516.84076 ... -516.84076 -516.84076 -516.84076]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7981228  0.9290132  0.85145    ... 0.9084941  0.9104395  0.8672233 ]
 [0.7660838  0.97060966 1.         ... 0.9149439  1.         1.        ]
 [0.77476954 0.9085486  0.9356061  ... 0.98985106 0.92780066 0.99021703]
 ...
 [0.4375035  0.41346574 0.3420194  ... 0.37762773 0.41812295 0.47397694]
 [0.47283947 0.4503937  0.43986574 ... 0.4588474  0.46135747 0.60531074]
 [0.59922373 0.65018445 0.6501169  ... 0.7253713  0.68394    0.7184678 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158382 24.19355793
  18.42641459]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89262085  9.13215614
   4.95792066]
 [10.6782955  16.38535285 15.85876973 ... 13.0554003  12.12203114
  12.78164457]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67967905 11.17118949
  14.57983955]
 [13.74436734 15.6826351  14.813587   ... 11.9554242  14.4475601
  15.07047994]
 [16.94791286 20.77833792 37.32989591 ... 36.93318826 22.47944245
  17.40302606]]",123.046875,0
658,"[-7.1695381e+01  7.8160500e+01  1.1102987e+01  2.5476618e+01
  7.3753080e+00  1.0100616e+01  5.4337971e-02  8.2791204e+00
 -6.1096692e-01  7.8818636e+00 -1.0698940e+00  1.8844666e+00
 -3.1215274e+00  3.2601815e-01 -2.9491324e+00 -1.8789384e+00
 -7.6448238e-01  5.9868884e+00 -2.1049225e+00  3.6986909e+00]","[0.40385237 0.40138042 0.4729711  0.36178675 0.37939745 0.31422323
 0.47269404 0.55298597 0.33377856 0.35753065 0.32858866 0.46545762]","[22.45459144 15.4988316  19.55233328 21.04850223 22.97408331 22.8148131
 47.57412119]","[[-473.1517 -473.1517 -473.1517 ... -473.1517 -473.1517 -473.1517]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.79512775 0.928736   0.8529164  ... 0.8528397  0.8940242  0.92109543]
 [0.76231664 0.96695346 1.         ... 1.         0.94584346 0.81534135]
 [0.7713856  0.9054934  0.93358517 ... 0.93370515 1.         1.        ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.34164897 0.3516309  0.37310556]
 [0.47122255 0.45011774 0.44141367 ... 0.4413629  0.42146975 0.51022494]
 [0.59855324 0.6509295  0.65203273 ... 0.6521633  0.6689707  0.7067143 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816628 18.84961687
  13.90207538]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47999855  9.10103168
   7.27753234]
 [10.6782955  16.38535285 15.85876973 ... 16.21792234 14.79082197
  14.5367704 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920482 16.20769811
  11.25884469]
 [13.74436734 15.6826351  14.813587   ... 14.47345413 13.64314871
  12.60621669]
 [16.94791286 20.77833792 35.39254772 ... 35.39246108 21.38772829
  17.25113467]]",117.45383522727273,0
659,"[-1.51690659e+02  7.95126114e+01 -3.95782757e+00  2.50159340e+01
  5.82677698e+00  6.32520771e+00 -3.55090547e+00  1.24452507e+00
 -8.76515770e+00  1.49517751e+00 -6.19163656e+00 -1.58757722e+00
 -3.01839280e+00  1.02682374e-01 -6.16064548e+00  1.10545433e+00
 -5.96039295e+00 -1.94366407e+00 -3.67893171e+00 -2.10029411e+00]","[0.42803508 0.33864248 0.43179095 0.5193755  0.29107252 0.27269822
 0.3102649  0.5023793  0.38260818 0.35364062 0.4246856  0.35626826]","[20.57457381 15.98075645 20.05237    19.51674318 20.2319087  22.37981935
 47.60297707]","[[-604.15564 -604.15564 -604.15564 ... -604.15564 -604.15564 -604.15564]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7861147  0.92766434 0.85715365 ... 0.90513873 0.9213909  0.8707774 ]
 [0.75125325 0.95604587 1.         ... 0.91314334 1.         1.        ]
 [0.7615684  0.8964579  0.92759866 ... 0.98463637 0.9266969  0.9788085 ]
 ...
 [0.42772147 0.40445858 0.34188735 ... 0.37405363 0.4136252  0.4701781 ]
 [0.46629766 0.4492618  0.4460975  ... 0.46360114 0.46715686 0.6077392 ]
 [0.5968597  0.6531915  0.6577406  ... 0.73399854 0.69479686 0.7175133 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157219 24.19355301
  18.42641426]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89260471  9.13215554
   4.95792009]
 [10.6782955  16.38535285 15.85876973 ... 13.05539506 12.12203808
  12.78165259]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67967554 11.1711906
  14.57983385]
 [13.74436734 15.6826351  14.813587   ... 11.9554259  14.44755123
  15.07047153]
 [16.94791286 20.77833792 41.3164046  ... 40.91969633 22.47947854
  17.40303438]]",129.19921875,0
660,"[-1.3990050e+02  9.8317970e+01  1.8183289e+01  2.8887712e+01
  1.1370177e+01  1.1968606e+01 -5.9755397e+00  5.7508945e+00
 -7.3600012e-01 -6.7727387e-02  1.8324243e+00  3.5162425e+00
 -3.4702795e+00 -7.7441961e-01 -3.5314519e+00 -4.2718921e+00
 -7.3777957e+00 -1.3297354e+00 -6.1242919e+00 -8.1973732e-01]","[0.40550026 0.34043062 0.4238716  0.3235484  0.31724074 0.42679265
 0.3214587  0.3328052  0.27206734 0.3240187  0.3616067  0.30612254]","[25.32097657 17.42565989 21.69806347 23.10161892 24.62144431 26.22896222
 48.22089268]","[[-4.9634213e+02 -4.9634213e+02 -4.9634213e+02 ... -4.8108450e+02
  -4.8891983e+02 -4.9569595e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.1303389e+01
   1.0440530e+01  9.1053951e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0499451e+01
   1.0273420e+01  9.0060604e-01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.4018214e+00
   1.5502849e+00  1.2771611e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3707308e+00
   1.1039126e+00  5.3862274e-02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3066485e+00
   7.1313775e-01 -1.9749627e-02]]","[[0.79512775 0.928736   0.8529164  ... 0.74367064 0.73694956 0.42413783]
 [0.76231664 0.96695346 1.         ... 0.46165183 0.5549293  0.35772973]
 [0.7713856  0.9054934  0.93358517 ... 0.57538515 0.6081312  0.3728765 ]
 ...
 [0.435054   0.4111756  0.34196794 ... 0.73203105 0.36789998 1.        ]
 [0.47122255 0.45011774 0.44141367 ... 1.         0.59200764 0.7488291 ]
 [0.59855324 0.6509295  0.65203273 ... 0.94248605 0.7097441  0.52647704]]","[[15.85928961 25.02011272 27.54972855 ... 16.01709188 17.37067423
  10.18912891]
 [ 7.4624451  13.08561006 12.95696569 ...  6.35878362 10.01618597
  11.31445137]
 [10.6782955  16.38535285 15.85876973 ... 12.99117208 14.24295544
   9.68765389]
 ...
 [14.54964755 11.94932484 14.24598854 ... 17.60940703  8.39512435
   6.40820308]
 [13.74436734 15.6826351  14.813587   ... 12.91335697 12.82975588
  12.90936773]
 [16.94791286 20.77833792 36.40936056 ... 36.7298027  21.18523154
  17.89082754]]",107.666015625,0
661,"[-126.79851     117.628555    -12.870923      3.6592507    -4.879754
   -4.4326897    -7.2301316    -0.58824015   -3.4784477     4.2736173
   -0.85431063   -0.5137961    -4.205254      0.28043705   -0.3548685
    3.7891908    -2.0223958     4.23782      -2.6985457     0.6800355 ]","[0.24207498 0.31862235 0.24102607 0.35149217 0.36925873 0.1899671
 0.25401837 0.2421563  0.54047567 0.3295721  0.208974   0.34477425]","[20.14358137 16.19558152 20.44987133 23.69495445 26.986139   28.59054727
 46.97413303]","[[-443.14502 -443.14502 -443.14502 ... -443.14502 -443.14502 -443.14502]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7619843  0.854705   0.7947478  ... 0.9036205  0.8319145  0.79326594]
 [0.77317876 1.         0.9789728  ... 0.9311418  1.         0.948873  ]
 [0.7662497  0.931116   1.         ... 1.         0.9456416  1.        ]
 ...
 [0.45167273 0.4627655  0.3446233  ... 0.412512   0.47746718 0.4875548 ]
 [0.43540993 0.41711903 0.3969919  ... 0.41851595 0.41662064 0.53681934]
 [0.5444493  0.57906246 0.5855997  ... 0.6419838  0.5982927  0.6879742 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157764 24.19356488
  18.42641117]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89259533  9.13216569
   4.95791663]
 [10.6782955  16.38535285 15.85876973 ... 13.05538294 12.12203392
  12.78163019]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969676 11.17119074
  14.57983955]
 [13.74436734 15.6826351  14.813587   ... 11.95542657 14.44755685
  15.07046966]
 [16.94791286 20.77833792 34.57633747 ... 34.17962951 22.47949356
  17.40306607]]",123.046875,0
662,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
663,"[-119.995384    108.75162      13.001328     18.109081     -3.1065938
    7.2474923    -6.485158      5.050119     -6.931014      5.2366347
   -3.4259384     2.5559072    -1.375182      0.6291634    -1.9775324
    4.316873     -2.6657202     2.3307743     1.754816      0.90912926]","[0.39057958 0.45037556 0.3421581  0.46719933 0.44352347 0.30917758
 0.38891083 0.3717912  0.5952995  0.4479714  0.39525044 0.4498345 ]","[21.49093197 15.97810343 19.28865109 20.35150762 23.13298818 23.85951058
 47.72966621]","[[-486.20795 -486.20795 -486.20795 ... -486.20795 -486.20795 -486.20795]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.73507565 0.66466576 0.89776206 ... 0.21702655 0.19811851 1.        ]
 [1.         1.         1.         ... 0.17855588 0.19052404 0.95378363]
 [0.9415267  0.98543113 0.9381734  ... 0.07227154 0.12832986 0.9209615 ]
 ...
 [0.4414563  0.36933693 0.42569178 ... 0.6374773  0.3992509  0.5890382 ]
 [0.46081915 0.41020077 0.55067825 ... 0.48064694 0.24148193 0.41742125]
 [0.4758317  0.4605544  0.6931512  ... 0.27831882 0.16546994 0.6424485 ]]","[[13.40003989 21.68401666 26.77413399 ... 22.16662664 26.30506452
  20.1804867 ]
 [ 9.07467639 11.8004595   8.38273124 ...  7.88966195 10.51293243
   7.90181466]
 [12.84513202 13.69095377 13.93448671 ... 15.87988443 19.23504723
  12.87527569]
 ...
 [14.45664389 11.64972096 14.43136396 ... 15.71134615 13.87194997
  13.35428872]
 [14.93976543 12.79805616 15.24154874 ... 11.95982554 13.30968934
  12.04113996]
 [17.24322929 21.65627697 36.0183717  ... 36.85802079 36.26882098
  25.49510734]]",143.5546875,0
