,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
596,"[-70.24749     98.45767     -4.485889    14.718479     5.899258
   1.3706932   -2.423205     1.5660357   -2.3604708    2.083937
  -4.737219    -4.574952    -1.6781133   -0.9551458   -3.7723284
   1.1511962   -4.5397277    2.9417257   -6.6614122   -0.33639914]","[0.35768598 0.36684567 0.50407416 0.37067074 0.3100374  0.25687897
 0.3162875  0.4401597  0.3537985  0.50121593 0.38177425 0.35487506]","[21.61315327 14.9921917  18.29916325 19.26303953 20.57271232 22.54984375
 48.5613581 ]","[[-488.2339 -488.2339 -488.2339 ... -488.2339 -488.2339 -488.2339]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.82603264 0.89752203 0.82497287 ... 0.92262137 0.8722238  0.82473505]
 [0.81442386 1.         1.         ... 0.9216328  1.         0.97183955]
 [0.81634617 0.9320525  0.9778315  ... 1.         0.9374478  1.        ]
 ...
 [0.46965805 0.44388556 0.34576195 ... 0.37103972 0.43068573 0.48048034]
 [0.48183903 0.43747076 0.41602015 ... 0.43306056 0.4373401  0.57053006]
 [0.59985644 0.6156824  0.6176446  ... 0.68685824 0.6391512  0.7020575 ]]","[[15.85928961 25.02011272 27.54972855 ... 26.67079125 24.16034083
  18.26928573]
 [ 7.4624451  13.08561006 12.95696569 ...  7.58718257  9.32556917
   4.99900698]
 [10.6782955  16.38535285 15.85876973 ... 12.26925389 11.70659642
  12.12991001]
 ...
 [14.54964755 11.94932484 14.24598854 ... 12.93328785 11.06813044
  14.46233929]
 [13.74436734 15.6826351  14.813587   ... 14.0848909  12.55115958
  14.74180867]
 [16.94791286 20.77833792 35.54433838 ... 35.22562221 22.4682377
  17.50394775]]",92.28515625,1
597,"[-69.15644     99.90178    -11.436166    28.438366     8.999475
   9.892013     2.0506446    7.3056626   -2.5046194    5.213353
  -4.3158627    0.73945117  -2.6918302    3.8535428    1.0704043
   2.2244415   -3.1295717    1.9035804   -2.0202792    2.081998  ]","[0.47408137 0.3891593  0.34382656 0.36550495 0.35067457 0.52125025
 0.3788638  0.40058267 0.5345023  0.48318636 0.57430285 0.43432525]","[23.78456949 16.3158332  17.84082815 18.25734208 18.82354626 23.23086944
 48.16372985]","[[-462.99292 -462.99292 -462.99292 ... -462.99292 -462.99292 -462.99292]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.83827966 0.9071091  0.82895315 ... 0.91328305 0.87003386 0.83172035]
 [0.82229006 1.         1.         ... 0.92211396 1.         0.97676694]
 [0.8256122  0.93243897 0.96976453 ... 1.         0.9333618  1.        ]
 ...
 [0.4733071  0.4402949  0.34474257 ... 0.39182645 0.44099355 0.4793435 ]
 [0.4909767  0.4419444  0.4192652  ... 0.44014588 0.4394203  0.5771871 ]
 [0.6113536  0.6240371  0.62255853 ... 0.68743294 0.64269555 0.7054192 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715736  24.19355967
  18.42641089]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261727  9.13216061
   4.95792039]
 [10.6782955  16.38535285 15.85876973 ... 13.05540138 12.1220454
  12.7816352 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67969538 11.1711898
  14.57983353]
 [13.74436734 15.6826351  14.813587   ... 11.95542283 14.4475475
  15.07045845]
 [16.94791286 20.77833792 37.94804605 ... 37.55133778 22.47946862
  17.403045  ]]",123.046875,1
598,"[-31.941744   75.29389   -14.620918   18.205893    8.264355    8.031821
  -2.3302996   6.805489   -2.9919214   6.087021   -0.4388991   5.518858
  -2.420746    3.2326589   1.1751764   4.0941014  -2.869396    2.1254947
  -2.6014652   1.3389373]","[0.50220525 0.4276582  0.45072284 0.44078168 0.5374357  0.46770862
 0.48764932 0.5137583  0.4888941  0.47340387 0.48102242 0.5535688 ]","[20.84374663 14.62032211 16.95812615 17.11876456 18.74599823 21.50525799
 48.30799033]","[[-484.83325 -484.83325 -484.83325 ... -484.83325 -484.83325 -484.83325]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.82628244 0.92350507 0.83620346 ... 0.9123006  0.89446175 0.84549   ]
 [0.8040939  1.         1.         ... 0.8958924  1.         0.98682064]
 [0.80932057 0.93326336 0.9573411  ... 1.         0.9435859  1.        ]
 ...
 [0.46162644 0.43484297 0.34339243 ... 0.3861896  0.43412623 0.47807446]
 [0.48660818 0.44934875 0.42540467 ... 0.44817546 0.45749572 0.5888999 ]
 [0.607379   0.63850534 0.6312868  ... 0.7124476  0.66697717 0.71084523]]","[[15.85928961 25.02011272 27.54972855 ... 28.42679878 23.3629652
  18.28983276]
 [ 7.4624451  13.08561006 12.95696406 ...  7.78995976 14.30238004
   4.96115798]
 [10.6782955  16.38535285 15.85877102 ... 13.96199558 17.74535385
  12.00714471]
 ...
 [14.54964755 11.94932484 14.24598912 ... 14.84465675 13.23833012
  13.95548552]
 [13.74436734 15.6826351  14.81358669 ... 13.46206316 13.84533052
  15.18747782]
 [16.94791286 20.77833792 36.27858703 ... 35.88878942 22.3816617
  17.59084596]]",161.4990234375,1
599,"[-80.34005    81.70293    -4.696073   18.681671    2.9038484  12.951954
  -3.7160685   6.922162    1.467804    4.753735    1.172812    6.3709292
   3.1404226   4.5890102   1.9576854   5.727379   -3.973594    1.4156634
  -3.5628898  -3.1550543]","[0.5466994  0.40723166 0.42478567 0.40200743 0.32832417 0.29282087
 0.2949595  0.46138158 0.3708647  0.36576408 0.5334947  0.43235236]","[21.74492353 17.35915539 20.70210499 20.60471966 22.33572292 22.65962856
 48.39660492]","[[-494.88165 -494.88165 -494.88165 ... -494.88165 -494.88165 -494.88165]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.82104546 0.8943673  0.82372385 ... 0.91174173 0.8602383  0.8218274 ]
 [0.8109356  1.         1.         ... 0.92352897 1.         0.9697706 ]
 [0.8123574  0.9319356  0.98062533 ... 1.         0.9355789  1.        ]
 ...
 [0.46796992 0.4451299  0.34613356 ... 0.39589822 0.4487728  0.48090336]
 [0.47823152 0.43597603 0.41501498 ... 0.43466872 0.43366474 0.5679398 ]
 [0.59541535 0.6129406  0.61606216 ... 0.6760416  0.6319103  0.7012537 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715884  24.19355793
  18.42641202]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261982  9.13215222
   4.95792242]
 [10.6782955  16.38535285 15.85876973 ... 13.05541414 12.12203149
  12.7816352 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968614 11.17118622
  14.57982481]
 [13.74436734 15.6826351  14.813587   ... 11.95542589 14.44756139
  15.07048135]
 [16.94791286 20.77833792 37.74853766 ... 37.35182938 22.47947557
  17.40302855]]",107.666015625,1
600,"[-1.0682110e+02  5.7707771e+01 -6.8339353e+00  1.1538177e+01
  1.4529563e+00 -9.8484812e+00  5.1517229e+00  3.9835289e+00
 -1.1566149e+01  1.3365386e+01 -7.9519291e+00  3.5722172e+00
  8.1463411e-02  2.9667065e-02 -7.1028519e-01  2.1465235e+00
 -1.0958865e+00  5.6560702e+00 -3.6688242e+00  3.8505585e+00]","[0.5237867  0.4302433  0.39778358 0.41063958 0.42182547 0.4205959
 0.44798264 0.51343286 0.5785997  0.57412547 0.61254597 0.5871145 ]","[23.27736397 14.65333055 17.05695911 17.20384649 19.77921776 25.85719945
 47.31593009]","[[-509.13608 -509.13608 -509.13608 ... -509.13608 -509.13608 -509.13608]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.78911614 0.92805576 0.8557714  ... 0.8556868  0.8972204  0.92009896]
 [0.754893   0.9596623  1.         ... 1.         0.9464792  0.8162322 ]
 [0.7647753  0.89944005 0.9295849  ... 0.9297033  1.         1.        ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.3415866  0.35252452 0.37371927]
 [0.46794376 0.4495471  0.44453254 ... 0.4444902  0.42541444 0.5132262 ]
 [0.5973655  0.65242875 0.65584725 ... 0.65597284 0.674467   0.7113379 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816821 18.84961556
  13.90207447]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47995886  9.10102587
   7.27752978]
 [10.6782955  16.38535285 15.85876973 ... 16.21792505 14.79084336
  14.53672209]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921881 16.20770522
  11.25885132]
 [13.74436734 15.6826351  14.813587   ... 14.4734484  13.64315135
  12.60622285]
 [16.94791286 20.77833792 36.70224518 ... 36.70215911 21.38770592
  17.25113333]]",143.5546875,1
601,"[-110.32356      60.2248       17.646805     22.22011       7.9596376
   11.22008      -2.2485175     9.751457     -2.5800922     2.8455327
    1.209773      3.5170832     0.46676654    3.2632582    -0.66443837
    5.437481     -1.3681076     4.251762      0.11417259    1.7412978 ]","[0.32310903 0.3443727  0.3397693  0.4089848  0.3820899  0.34934407
 0.43540064 0.5025386  0.5175707  0.43603158 0.41733876 0.4119638 ]","[21.57421348 15.74062897 19.69878304 18.92872058 19.58175904 18.11295474
 46.22482143]","[[-507.65863 -507.65863 -507.65863 ... -507.65863 -507.65863 -507.65863]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.82603264 0.89752203 0.82497287 ... 0.9121616  0.86263657 0.82423717]
 [0.81442386 1.         1.         ... 0.92311746 1.         0.97147673]
 [0.81634617 0.9320525  0.9778315  ... 1.         0.9349914  1.        ]
 ...
 [0.46965805 0.44388556 0.34576195 ... 0.39482775 0.44676828 0.4804766 ]
 [0.48183903 0.43747076 0.41602015 ... 0.43601552 0.43509296 0.57026964]
 [0.59985644 0.6156824  0.6176446  ... 0.6788567  0.63459474 0.7022808 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47156163 24.19356083
  18.42641145]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261609  9.13217101
   4.95792112]
 [10.6782955  16.38535285 15.85876973 ... 13.0554103  12.12204575
  12.78164507]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67970881 11.17118855
  14.57983929]
 [13.74436734 15.6826351  14.813587   ... 11.95542488 14.44756143
  15.07046826]
 [16.94791286 20.77833792 36.40320793 ... 36.00650029 22.47948088
  17.40303188]]",135.99917763157896,1
602,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708 -1131.3708]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]
 [    0.         0.         0.    ]]","[[0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]]","[[0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]
 [0. 0. 0.]]",117.45383522727273,1
603,"[-80.91248     85.89257     -9.614186    15.634267    10.020585
  10.130345     6.310166     0.64784247   2.9810276    9.600319
  -0.49443418   9.224927     1.9245689    8.735159    -0.27242932
   4.767657     0.47108844   5.413507    -2.6391044    5.8653216 ]","[0.6101486  0.5339698  0.46347573 0.42328662 0.31854627 0.28925216
 0.36907235 0.3268275  0.34100452 0.38484925 0.46727988 0.6893365 ]","[24.91807063 15.43102036 18.54220603 18.44101137 21.18663111 23.56510392
 47.33064727]","[[-472.7766 -472.7766 -472.7766 ... -472.7766 -472.7766 -472.7766]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.78911614 0.92805576 0.8557714  ... 0.9059693  0.91867906 0.86993676]
 [0.754893   0.9596623  1.         ... 0.9135042  1.         1.        ]
 [0.7647753  0.89944005 0.9295849  ... 0.98595    0.9269765  0.9817811 ]
 ...
 [0.43016016 0.40666977 0.34190288 ... 0.3749129  0.41469672 0.47110263]
 [0.46794376 0.4495471  0.44453254 ... 0.46237656 0.46571192 0.6071825 ]
 [0.5973655  0.65242875 0.65584725 ... 0.7318445  0.69210446 0.71775115]]","[[15.85928961 25.02011272 27.54972855 ... 28.47158206 24.19355649
  18.42641402]
 [ 7.4624451  13.08561006 12.95696569 ...  6.8926034   9.1321588
   4.95792092]
 [10.6782955  16.38535285 15.85876973 ... 13.05539175 12.12205307
  12.78164272]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67971699 11.17118748
  14.57984098]
 [13.74436734 15.6826351  14.813587   ... 11.95542657 14.44755605
  15.07045938]
 [16.94791286 20.77833792 37.37845698 ... 36.98174934 22.47946862
  17.40304858]]",112.34714673913044,1
604,"[-67.55797     5.304002  -31.675638  -84.42434   -52.18961    15.180859
  35.20196    -7.7176967  -1.4684634  27.819315  -17.708714   26.141968
 -10.336445  -19.338589   -6.1386156  -6.1761312  -5.687801    7.0469265
 -11.033329   10.953199 ]","[0.8409827  0.7964024  0.916677   1.         0.88199186 0.5932802
 0.32739663 0.21521576 0.21335423 0.46252906 0.3411339  0.5227866 ]","[10.34187277  1.27246087 18.21144929  6.21432081 16.95573969 20.54913792
 53.02098666]","[[-80.33598   -54.77996  ]
 [  5.6850605   4.9229436]
 [-32.231606  -31.11967  ]
 [-84.87671   -83.97197  ]
 [-52.527836  -51.851383 ]
 [ 15.295044   15.066672 ]
 [ 34.061386   36.342537 ]
 [ -8.288059   -7.147334 ]
 [ -1.4123154  -1.5246116]
 [ 28.364788   27.273842 ]
 [-17.935478  -17.481947 ]
 [ 26.857796   25.42614  ]
 [ -9.517126  -11.155764 ]
 [-18.766136  -19.911041 ]
 [ -6.2032986  -6.0739326]
 [ -6.354702   -5.997561 ]
 [ -4.9833107  -6.392291 ]
 [  6.9104705   7.183382 ]
 [-11.564449  -10.502209 ]
 [ 10.704295   11.202103 ]]","[[0.8285341  0.85343117]
 [0.78040606 0.81239873]
 [0.9075936  0.9257604 ]
 [1.         1.        ]
 [0.8860477  0.87793607]
 [0.593182   0.59337837]
 [0.3233172  0.3314761 ]
 [0.21241535 0.21801616]
 [0.21191466 0.21479382]
 [0.46745756 0.4576006 ]
 [0.33746582 0.34480196]
 [0.5124018  0.5331714 ]]","[[12.52243866  8.16130689]
 [ 1.41520571  1.12971604]
 [16.69028827 19.73261031]
 [ 6.26561732  6.1630243 ]
 [17.25951595 16.65196344]
 [20.14117847 20.95709737]
 [53.63699758 52.40497574]]",117.45383522727273,1
605,"[-11.758145    89.14415      0.34093627  23.711426    -1.0695494
  11.65113     -1.6622142    3.8798761   -1.5479149    6.0278473
  -0.5593781    5.072789    -1.8732353    4.9364047   -1.7052022
   1.6572703   -0.33066      4.885898    -1.1816639    2.5607169 ]","[0.38739064 0.48147565 0.36844787 0.32773528 0.37248757 0.4138355
 0.50858426 0.46000424 0.45094302 0.50465745 0.42083597 0.3610079 ]","[19.4212897  14.00817346 17.28517074 17.05522091 17.7907726  17.81015279
 47.72932045]","[[-460.1154 -460.1154 -460.1154 ... -460.1154 -460.1154 -460.1154]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.81614244 0.8912323  0.82251793 ... 0.8225013  0.85908127 0.9395257 ]
 [0.80754304 1.         1.         ... 1.         0.95173633 0.84045684]
 [0.80844676 0.931824   0.98347294 ... 0.98359144 1.         1.        ]
 ...
 [0.46635142 0.44639626 0.3465205  ... 0.34624898 0.34922656 0.3798204 ]
 [0.47466305 0.43448147 0.41404906 ... 0.41389027 0.3936868  0.48974788]
 [0.59105545 0.6102173  0.6145081  ... 0.61459064 0.61599565 0.67765474]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816403 18.84961823
  13.90207656]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47998932  9.1010283
   7.27753068]
 [10.6782955  16.38535285 15.85876973 ... 16.21792025 14.79084363
  14.53675395]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920638 16.20768129
  11.25884174]
 [13.74436734 15.6826351  14.813587   ... 14.47344955 13.64315396
  12.60621698]
 [16.94791286 20.77833792 36.15897266 ... 36.15888602 21.38768649
  17.2511302 ]]",103.359375,1
606,"[-667.4215       93.27138      20.058167     -9.530284     -9.726692
    2.7318678    -6.5515766     1.1937811     4.616963    -11.049925
   10.871625     -7.727616      3.4463596    -0.846722     -0.82828677
    2.9954445    -6.5665903     8.780067     -7.525528      3.4135501 ]","[0.9397299  0.9574567  0.94016886 0.95735776 1.         0.9931829
 0.97108746 0.94601583 0.93688905 0.9412383  0.93562245 0.92669713]","[ 0.21827372  0.30758901  0.89457708  5.22209623  3.90989671  6.93427721
 38.60508132]","[[-664.2355     -670.60754   ]
 [  93.87283      92.66992   ]
 [  20.65855      19.457785  ]
 [  -9.625657     -9.434911  ]
 [  -9.556331     -9.897055  ]
 [   2.6815436     2.7821922 ]
 [  -6.546589     -6.5565643 ]
 [   1.2925133     1.095049  ]
 [   4.5650387     4.668887  ]
 [ -10.984924    -11.114924  ]
 [  10.818787     10.924463  ]
 [  -7.6391363    -7.8160954 ]
 [   3.3502445     3.5424747 ]
 [  -0.76007265   -0.9333713 ]
 [  -0.8629186    -0.7936549 ]
 [   2.99854       2.9923491 ]
 [  -6.5746245    -6.5585556 ]
 [   8.806137      8.753998  ]
 [  -7.51389      -7.5371666 ]
 [   3.3115807     3.5155196 ]]","[[0.94080716 0.9386527 ]
 [0.95816964 0.9567438 ]
 [0.9411906  0.9391471 ]
 [0.9581603  0.9565552 ]
 [1.         1.        ]
 [0.9933452  0.99302053]
 [0.9715813  0.97059363]
 [0.9470171  0.9450146 ]
 [0.9381095  0.9356685 ]
 [0.9427534  0.93972313]
 [0.93732435 0.93392056]
 [0.92801446 0.92537975]]","[[ 0.20921495  0.2273325 ]
 [ 0.29107698  0.32410105]
 [ 0.91904958  0.87010459]
 [ 5.27279243  5.17140003]
 [ 3.91048734  3.90930608]
 [ 7.07281742  6.795737  ]
 [38.64154713 38.56861552]]",117.45383522727273,1
607,"[-82.13395    104.410355   -11.053326    28.361635    -3.8050592
   5.8800297    1.4061042    4.3179893   -0.92188877  12.788766
   0.39238828   5.7579184    2.4567168    1.7057655    2.048472
   5.6327906    2.1895778    4.7398973    1.0039266    3.2612522 ]","[0.39452988 0.40805426 0.33183187 0.41936815 0.58062696 0.4686883
 0.4902413  0.46666557 0.65090376 0.50192523 0.41879374 0.5027519 ]","[21.72204891 14.94410401 18.30156016 19.74971559 21.59545169 24.91266035
 47.55575172]","[[-478.5681 -478.5681 -478.5681 ... -478.5681 -478.5681 -478.5681]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8155562  0.9295418  0.8423199  ... 0.83978534 0.86867595 0.9257203 ]
 [0.7889955  0.99212384 1.         ... 1.         0.9390809  0.8165834 ]
 [0.79558164 0.9268104  0.94822973 ... 0.97084296 1.         1.        ]
 ...
 [0.45209455 0.42759413 0.34263945 ... 0.3917175  0.3511483  0.37247676]
 [0.48178366 0.45164448 0.43090144 ... 0.46137443 0.40804416 0.5015261 ]
 [0.60396016 0.645535   0.6386732  ... 0.66914797 0.6435675  0.69317806]]","[[15.85928961 25.02011272 27.54972855 ... 24.30776285 18.6701903
  13.91047361]
 [ 7.4624451  13.08561006 12.95696569 ...  7.70332563 13.27501203
   7.34989679]
 [10.6782955  16.38535285 15.85876973 ... 13.22012978 13.74750067
  14.13416902]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.40764431 11.33642853
  11.36939421]
 [13.74436734 15.6826351  14.813587   ... 13.77563123 13.50114846
  12.64445376]
 [16.94791286 20.77833792 35.24507157 ... 35.1967303  21.27950272
  17.18306043]]",117.45383522727273,1
608,"[-134.5698      77.28708     17.390865    17.693604    -6.5058136
    2.2861032    0.9560662   -5.0556884    2.1564112    6.593817
  -10.978593     6.557245     2.0156758    7.7108855   -2.0593944
    3.1120856    0.7452536    2.838525    -1.6238409   -2.2631989]","[0.52320194 0.55313027 0.4677328  0.55589163 0.31850287 0.23288167
 0.26003134 0.33007476 0.5378768  0.4457501  0.4680264  0.52659136]","[21.95886041 17.21177263 20.49668929 21.96552602 22.60163715 22.73120815
 45.76085563]","[[-473.36667 -473.36667 -473.36667 ... -473.36667 -473.36667 -473.36667]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7981228  0.9290132  0.85145    ... 0.9084943  0.9104395  0.8672233 ]
 [0.7660838  0.97060966 1.         ... 0.91494393 1.         1.        ]
 [0.77476954 0.9085486  0.9356061  ... 0.9898509  0.9278006  0.9902171 ]
 ...
 [0.4375035  0.41346574 0.3420194  ... 0.3776278  0.418123   0.47397706]
 [0.47283947 0.4503937  0.43986574 ... 0.4588474  0.4613575  0.6053108 ]
 [0.59922373 0.65018445 0.6501169  ... 0.72537136 0.68394005 0.7184677 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157517 24.19355909
  18.42641117]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89261802  9.13217461
   4.95792122]
 [10.6782955  16.38535285 15.85876973 ... 13.05540149 12.12204992
  12.78164249]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.67968649 11.17119199
  14.57982339]
 [13.74436734 15.6826351  14.813587   ... 11.95542147 14.44754981
  15.07046966]
 [16.94791286 20.77833792 36.44006857 ... 36.04336061 22.47946617
  17.4030464 ]]",117.45383522727273,1
609,"[-75.51252    -4.4530544 -64.972      -8.09533    25.419899    7.604574
   8.277711  -40.39534    15.91984    24.826485  -28.120548   16.630697
 -14.778094    9.495848   -2.3223622   9.680826  -18.403835   15.02833
  -7.851498   10.456903 ]","[0.60651386 0.33117327 0.28280932 0.14391536 0.04457129 0.05054463
 0.2773773  0.7275927  0.98138165 0.81653595 0.6976425  1.        ]","[ 0.06619233  0.42122776  1.02309076 12.70286362 10.99413082 18.23940825
 57.53401617]","[[-89.67685   -61.34819  ]
 [ -5.0278826  -3.8782258]
 [-66.19053   -63.753464 ]
 [ -8.658489   -7.5321717]
 [ 25.928192   24.911608 ]
 [  8.589064    6.6200843]
 [  8.722622    7.8328   ]
 [-42.172935  -38.61775  ]
 [ 16.285133   15.554546 ]
 [ 25.286818   24.366154 ]
 [-28.35287   -27.888224 ]
 [ 17.297588   15.963806 ]
 [-15.180309  -14.375879 ]
 [  9.103779    9.887917 ]
 [ -2.3071752  -2.3375492]
 [  9.905548    9.456104 ]
 [-18.158978  -18.648693 ]
 [ 15.503862   14.552797 ]
 [ -8.672998   -7.029998 ]
 [ 10.402066   10.51174  ]]","[[0.60181    0.6112177 ]
 [0.3242185  0.33812803]
 [0.27395797 0.29166064]
 [0.13702874 0.15080197]
 [0.04289649 0.04624609]
 [0.05122832 0.04986095]
 [0.28067756 0.27407706]
 [0.7316997  0.7234857 ]
 [0.98651433 0.976249  ]
 [0.8265394  0.8065325 ]
 [0.70620346 0.68908155]
 [1.         1.        ]]","[[ 0.0738113   0.05857336]
 [ 0.43495232  0.4075032 ]
 [ 1.02207869  1.02410283]
 [11.94874044 13.45698681]
 [11.25335098 10.73491067]
 [18.60776425 17.87105225]
 [57.77108398 57.29694836]]",117.45383522727273,1
610,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,1
